@relation 'Road Accident Occurence'

@attribute Day_of_week {Monday,Sunday,Friday,Wednesday,Saturday,Thursday,Tuesday}
@attribute Road_surface_conditions {Dry,Wet,Snow,Flood}
@attribute Weather_conditions {Normal,Raining,'Raining and Windy',Cloudy,Other,Windy,Snow,Unknown,'Fog or mist'}
@attribute Number_of_vehicles_involved numeric
@attribute Sex_of_casualty {na,Male,Female}
@attribute Accident_severity {Slight,Serious,Fatal}

@data
Thursday,Dry,Normal,3,na,Slight
Thursday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Sunday,Wet,Normal,1,Male,Slight
Monday,Wet,Unknown,2,Male,Slight
Monday,Wet,Unknown,2,Male,Slight
Saturday,Dry,Normal,2,na,Serious
Saturday,Dry,Normal,2,Male,Serious
Monday,Dry,Normal,1,na,Slight
Wednesday,Dry,Normal,2,Female,Serious
Wednesday,Dry,Normal,2,Male,Serious
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,Female,Slight
Friday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,2,Male,Slight
Saturday,Dry,Normal,2,na,Slight
Monday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,Male,Slight
Sunday,Dry,Unknown,2,na,Slight
Sunday,Dry,Unknown,2,Male,Slight
Sunday,Dry,Unknown,2,na,Slight
Wednesday,Wet,Raining,2,na,Slight
Wednesday,Wet,Raining,2,Male,Slight
Wednesday,Wet,Raining,2,Male,Slight
Wednesday,Wet,Raining,2,na,Slight
Wednesday,Wet,Raining,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,4,Male,Slight
Friday,Dry,Normal,4,na,Slight
Friday,Dry,Normal,4,Female,Slight
Friday,Dry,Normal,4,na,Slight
Monday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,2,na,Slight
Friday,Wet,Raining,2,Male,Slight
Friday,Wet,Raining,2,na,Slight
Monday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,na,Slight
Monday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,na,Fatal
Tuesday,Dry,Normal,2,Male,Fatal
Thursday,Dry,Normal,1,Male,Serious
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Friday,Wet,Raining,2,na,Slight
Friday,Wet,Raining,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,Female,Slight
Wednesday,Wet,Raining,3,na,Slight
Wednesday,Wet,Raining,3,Female,Slight
Wednesday,Wet,Raining,3,Male,Slight
Tuesday,Dry,Normal,2,Female,Slight
Tuesday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,2,Female,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Female,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Friday,Dry,Unknown,2,Male,Slight
Friday,Dry,Unknown,2,Male,Slight
Friday,Dry,Unknown,2,na,Slight
Wednesday,Dry,Normal,1,Female,Serious
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,na,Slight
Sunday,Dry,Normal,2,na,Slight
Sunday,Dry,Normal,2,Male,Slight
Saturday,Dry,Normal,1,Male,Slight
Sunday,Wet,Normal,1,na,Slight
Saturday,Dry,Normal,3,na,Slight
Saturday,Dry,Normal,3,Male,Slight
Saturday,Dry,Normal,3,na,Slight
Tuesday,Dry,Normal,2,Female,Slight
Tuesday,Dry,Normal,2,Male,Slight
Thursday,Wet,Normal,4,Female,Slight
Thursday,Wet,Normal,4,na,Slight
Thursday,Wet,Normal,4,Male,Slight
Thursday,Wet,Normal,4,Male,Slight
Wednesday,Wet,Windy,2,na,Slight
Wednesday,Wet,Windy,2,Male,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Female,Slight
Wednesday,Dry,Normal,3,Female,Slight
Wednesday,Dry,Normal,3,Female,Slight
Wednesday,Dry,Normal,3,Male,Slight
Sunday,Dry,Normal,1,na,Slight
Monday,Dry,Normal,2,Female,Slight
Monday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Other,1,Male,Slight
Monday,Wet,Raining,2,Male,Serious
Monday,Wet,Raining,2,Female,Serious
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,3,na,Slight
Tuesday,Dry,Normal,3,Male,Slight
Tuesday,Dry,Normal,3,Female,Slight
Wednesday,Dry,Raining,1,na,Serious
Tuesday,Wet,Normal,1,Male,Serious
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Monday,Dry,Unknown,1,Male,Slight
Tuesday,Dry,Normal,1,na,Fatal
Tuesday,Dry,Normal,1,na,Fatal
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,1,Female,Serious
Friday,Dry,Normal,1,Female,Serious
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,3,Male,Slight
Thursday,Dry,Normal,3,na,Slight
Thursday,Dry,Normal,3,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Sunday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,na,Serious
Tuesday,Dry,Normal,2,Male,Serious
Sunday,Dry,Normal,4,na,Slight
Sunday,Dry,Normal,4,Male,Slight
Sunday,Dry,Normal,4,Male,Slight
Sunday,Dry,Normal,4,Male,Slight
Tuesday,Dry,Normal,1,na,Slight
Friday,Dry,Normal,2,Female,Slight
Friday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,1,Male,Slight
Wednesday,Dry,Normal,2,Male,Serious
Wednesday,Dry,Normal,2,Male,Serious
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,Female,Slight
Monday,Wet,Raining,1,Male,Serious
Monday,Dry,Normal,1,na,Serious
Sunday,Dry,Unknown,2,Male,Slight
Sunday,Dry,Unknown,2,na,Slight
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Sunday,Wet,Normal,1,Male,Serious
Sunday,Wet,Normal,1,Female,Serious
Sunday,Wet,Normal,1,na,Serious
Sunday,Wet,Normal,1,na,Serious
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,1,na,Slight
Wednesday,Dry,Normal,1,na,Slight
Tuesday,Wet,Raining,2,Female,Slight
Tuesday,Wet,Raining,2,Male,Slight
Saturday,Dry,Normal,1,na,Serious
Monday,Wet,Raining,2,Male,Slight
Monday,Wet,Raining,2,na,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,1,Male,Slight
Friday,Dry,Unknown,2,Male,Slight
Friday,Dry,Unknown,2,Male,Slight
Friday,Dry,Unknown,2,Male,Slight
Thursday,Dry,Normal,1,na,Slight
Tuesday,Dry,Normal,2,Male,Serious
Tuesday,Dry,Normal,2,Male,Serious
Saturday,Dry,Normal,2,Male,Slight
Saturday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,Female,Slight
Friday,Dry,Normal,2,Female,Slight
Sunday,Dry,Normal,1,na,Serious
Wednesday,Wet,Raining,2,Male,Slight
Wednesday,Wet,Raining,2,Female,Slight
Sunday,Dry,Normal,2,Male,Serious
Sunday,Dry,Normal,2,na,Serious
Saturday,Dry,Normal,1,Female,Serious
Saturday,Dry,Normal,1,Female,Serious
Saturday,Dry,Normal,1,na,Serious
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Sunday,Dry,Normal,2,na,Slight
Sunday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,1,Male,Serious
Thursday,Dry,Normal,1,na,Serious
Thursday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Wet,Normal,2,Male,Slight
Thursday,Wet,Normal,2,na,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,Female,Slight
Tuesday,Wet,Normal,1,Male,Slight
Saturday,Dry,Normal,2,Female,Slight
Saturday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Thursday,Wet,Other,2,Female,Slight
Thursday,Wet,Other,2,Female,Slight
Wednesday,Wet,Normal,2,Male,Slight
Wednesday,Wet,Normal,2,na,Slight
Saturday,Dry,Normal,1,Male,Serious
Monday,Wet,Normal,2,Female,Slight
Monday,Wet,Normal,2,Male,Slight
Friday,Dry,Unknown,2,na,Slight
Friday,Dry,Unknown,2,Female,Slight
Sunday,Wet,Raining,2,na,Slight
Sunday,Wet,Raining,2,Male,Slight
Tuesday,Wet,Normal,2,Male,Slight
Tuesday,Wet,Normal,2,na,Slight
Friday,Wet,Normal,1,Female,Fatal
Monday,Dry,Normal,2,Male,Serious
Monday,Dry,Normal,2,na,Serious
Tuesday,Wet,Raining,1,Male,Slight
Monday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,na,Slight
Monday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,2,Female,Slight
Saturday,Dry,Normal,2,Male,Slight
Saturday,Dry,Normal,2,Male,Slight
Saturday,Dry,Normal,2,Male,Slight
Saturday,Dry,Normal,2,Male,Slight
Saturday,Wet,Other,2,na,Slight
Saturday,Wet,Other,2,Male,Slight
Sunday,Wet,Normal,3,Male,Serious
Sunday,Wet,Normal,3,na,Serious
Sunday,Wet,Normal,3,na,Serious
Sunday,Wet,Normal,3,Male,Serious
Sunday,Wet,Normal,3,Male,Serious
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Thursday,Wet,Normal,2,Male,Slight
Thursday,Wet,Normal,2,Male,Slight
Thursday,Wet,Windy,2,na,Serious
Thursday,Wet,Windy,2,Female,Serious
Thursday,Wet,Other,1,na,Serious
Friday,Dry,Normal,2,Female,Slight
Friday,Dry,Normal,2,Male,Slight
Thursday,Wet,Normal,2,na,Slight
Thursday,Wet,Normal,2,Female,Slight
Wednesday,Wet,Normal,2,na,Serious
Wednesday,Wet,Normal,2,Male,Serious
Tuesday,Dry,Normal,2,Male,Serious
Tuesday,Dry,Normal,2,na,Serious
Friday,Wet,Normal,2,Male,Slight
Friday,Wet,Normal,2,na,Slight
Monday,Wet,Raining,1,Male,Slight
Friday,Dry,Normal,1,na,Serious
Sunday,Wet,Other,1,Male,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Female,Slight
Tuesday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,Female,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,na,Slight
Wednesday,Dry,Cloudy,2,Female,Slight
Wednesday,Dry,Cloudy,2,na,Slight
Thursday,Wet,Raining,2,Male,Slight
Thursday,Wet,Raining,2,Male,Slight
Monday,Wet,Raining,2,Female,Slight
Monday,Wet,Raining,2,na,Slight
Monday,Wet,Raining,2,Male,Slight
Monday,Wet,Raining,2,Male,Slight
Wednesday,Wet,Other,3,Male,Slight
Wednesday,Wet,Other,3,Female,Slight
Wednesday,Wet,Other,3,Male,Slight
Tuesday,Wet,Snow,1,na,Serious
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Saturday,Wet,Normal,3,Female,Slight
Saturday,Wet,Normal,3,Female,Slight
Saturday,Wet,Normal,3,Female,Slight
Saturday,Wet,Normal,3,Female,Slight
Friday,Wet,Normal,2,na,Slight
Friday,Wet,Normal,2,na,Slight
Friday,Wet,Normal,2,Male,Slight
Friday,Wet,Raining,2,na,Slight
Friday,Wet,Raining,2,Male,Slight
Tuesday,Wet,Normal,3,Male,Serious
Tuesday,Wet,Normal,3,Male,Serious
Tuesday,Wet,Normal,3,na,Serious
Thursday,Dry,Normal,1,Male,Slight
Saturday,Wet,Normal,2,Male,Slight
Saturday,Wet,Normal,2,na,Slight
Saturday,Wet,Normal,2,Female,Slight
Saturday,Wet,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Saturday,Dry,Cloudy,1,Male,Slight
Tuesday,Wet,Raining,1,na,Slight
Sunday,Dry,Normal,4,Male,Slight
Sunday,Dry,Normal,4,na,Slight
Sunday,Dry,Normal,4,Female,Slight
Sunday,Dry,Normal,4,na,Slight
Wednesday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,2,Male,Slight
Friday,Wet,Normal,1,na,Slight
Friday,Wet,Normal,1,Male,Slight
Wednesday,Wet,Normal,1,na,Slight
Monday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Female,Slight
Thursday,Wet,Snow,2,na,Slight
Thursday,Wet,Snow,2,Male,Slight
Thursday,Wet,Other,3,Male,Slight
Thursday,Wet,Other,3,na,Slight
Thursday,Wet,Other,3,Male,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,Male,Slight
Thursday,Dry,Other,2,na,Slight
Thursday,Dry,Other,2,na,Slight
Friday,Dry,Snow,1,Male,Slight
Saturday,Dry,Unknown,2,Female,Serious
Saturday,Dry,Unknown,2,na,Serious
Wednesday,Dry,Normal,2,Female,Serious
Wednesday,Dry,Normal,2,na,Serious
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Unknown,2,na,Serious
Wednesday,Dry,Unknown,2,Male,Serious
Thursday,Wet,Normal,2,Male,Serious
Thursday,Wet,Normal,2,Male,Serious
Monday,Dry,Unknown,2,na,Slight
Monday,Dry,Unknown,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,1,na,Slight
Tuesday,Dry,Normal,1,Female,Slight
Monday,Dry,Normal,1,Male,Slight
Monday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,Female,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Saturday,Dry,Unknown,1,Female,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,Male,Slight
Wednesday,Wet,Normal,1,Male,Slight
Friday,Wet,Normal,2,Male,Slight
Friday,Wet,Normal,2,na,Slight
Friday,Wet,Normal,2,Male,Slight
Friday,Wet,Normal,2,na,Slight
Monday,Wet,Cloudy,1,Male,Slight
Thursday,Wet,Other,3,Male,Serious
Thursday,Wet,Other,3,na,Serious
Thursday,Wet,Other,3,Female,Serious
Thursday,Dry,Unknown,2,Male,Slight
Thursday,Dry,Unknown,2,Female,Slight
Saturday,Dry,Unknown,1,Female,Slight
Saturday,Snow,Snow,2,Male,Slight
Saturday,Snow,Snow,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,Male,Slight
Thursday,Dry,Other,2,Male,Slight
Thursday,Dry,Other,2,Male,Slight
Saturday,Dry,Normal,4,na,Slight
Saturday,Dry,Normal,4,Female,Slight
Saturday,Dry,Normal,4,na,Slight
Saturday,Dry,Normal,4,Male,Slight
Wednesday,Wet,Raining,2,Male,Slight
Wednesday,Wet,Raining,2,Male,Slight
Tuesday,Snow,Snow,1,Female,Slight
Friday,Dry,Normal,1,na,Serious
Monday,Dry,Normal,1,na,Slight
Thursday,Wet,Raining,1,Male,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,Female,Slight
Saturday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,2,Male,Slight
Sunday,Wet,Normal,1,na,Slight
Wednesday,Dry,Normal,1,Female,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,1,Female,Serious
Thursday,Dry,Normal,1,Male,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Female,Slight
Saturday,Dry,Normal,2,na,Serious
Saturday,Dry,Normal,2,na,Serious
Wednesday,Dry,Normal,1,Male,Slight
Monday,Dry,Cloudy,2,Male,Serious
Monday,Dry,Cloudy,2,na,Serious
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,1,na,Slight
Wednesday,Dry,Unknown,2,Female,Slight
Wednesday,Dry,Unknown,2,Female,Slight
Tuesday,Dry,Other,1,Male,Serious
Sunday,Wet,Normal,2,Male,Slight
Sunday,Wet,Normal,2,na,Slight
Friday,Dry,Normal,4,Male,Slight
Friday,Dry,Normal,4,na,Slight
Friday,Dry,Normal,4,Male,Slight
Friday,Dry,Normal,4,na,Slight
Saturday,Dry,Normal,1,Male,Slight
Monday,Wet,Normal,1,na,Slight
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,Male,Slight
Saturday,Dry,Normal,1,Male,Serious
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,4,Male,Serious
Friday,Dry,Normal,4,na,Serious
Friday,Dry,Normal,4,Female,Serious
Friday,Dry,Normal,4,Male,Serious
Monday,Wet,Raining,3,na,Slight
Monday,Wet,Raining,3,Male,Slight
Monday,Wet,Raining,3,Male,Slight
Tuesday,Dry,Normal,1,na,Slight
Tuesday,Dry,Normal,1,Male,Slight
Saturday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,1,na,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Sunday,Dry,Normal,2,Female,Slight
Sunday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,3,na,Slight
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,Female,Slight
Monday,Wet,Normal,2,Male,Slight
Monday,Wet,Normal,2,na,Slight
Sunday,Wet,Raining,2,Female,Slight
Sunday,Wet,Raining,2,na,Slight
Monday,Wet,Raining,3,Male,Slight
Monday,Wet,Raining,3,na,Slight
Monday,Wet,Raining,3,Male,Slight
Tuesday,Dry,Normal,1,Male,Slight
Friday,Dry,Normal,1,Male,Serious
Saturday,Dry,Normal,1,Female,Serious
Friday,Dry,Normal,1,Male,Slight
Friday,Dry,Normal,1,na,Slight
Thursday,Wet,Normal,3,Male,Fatal
Thursday,Wet,Normal,3,Male,Fatal
Thursday,Wet,Normal,3,Female,Fatal
Sunday,Wet,Raining,2,na,Slight
Sunday,Wet,Raining,2,Female,Slight
Saturday,Dry,Normal,1,na,Slight
Friday,Dry,Normal,1,Female,Slight
Monday,Dry,Unknown,2,Male,Serious
Monday,Dry,Unknown,2,na,Serious
Sunday,Dry,Normal,2,Male,Serious
Sunday,Dry,Normal,2,Male,Serious
Monday,Dry,Unknown,1,Female,Slight
Friday,Dry,Unknown,2,Male,Slight
Friday,Dry,Unknown,2,Male,Slight
Wednesday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,3,Male,Slight
Friday,Dry,Normal,3,Male,Slight
Friday,Dry,Normal,3,na,Slight
Friday,Dry,Normal,3,Male,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,2,Male,Slight
Saturday,Wet,Raining,2,na,Serious
Saturday,Wet,Raining,2,na,Serious
Friday,Wet,Normal,2,Male,Slight
Friday,Wet,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Female,Slight
Tuesday,Dry,Normal,1,Male,Slight
Monday,Dry,Normal,3,na,Slight
Monday,Dry,Normal,3,Male,Slight
Monday,Dry,Normal,3,Male,Slight
Monday,Dry,Normal,3,na,Slight
Monday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,1,na,Slight
Sunday,Dry,Cloudy,1,Male,Slight
Friday,Dry,Normal,1,na,Slight
Monday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,Female,Slight
Friday,Dry,Unknown,2,Male,Slight
Friday,Dry,Unknown,2,na,Slight
Monday,Wet,Other,1,Male,Slight
Monday,Dry,Normal,1,Male,Serious
Sunday,Dry,Normal,1,na,Serious
Sunday,Dry,Normal,1,Male,Serious
Friday,Dry,Other,2,Male,Slight
Friday,Dry,Other,2,Male,Slight
Friday,Dry,Other,2,na,Slight
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,na,Slight
Wednesday,Dry,Normal,3,Male,Slight
Saturday,Dry,Other,1,Female,Slight
Sunday,Dry,Unknown,2,Male,Slight
Sunday,Dry,Unknown,2,na,Slight
Tuesday,Dry,Normal,1,na,Slight
Wednesday,Dry,Normal,2,Male,Slight
Wednesday,Dry,Normal,2,Female,Slight
Friday,Dry,Normal,2,Female,Serious
Friday,Dry,Normal,2,Male,Serious
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,Male,Slight
Thursday,Wet,Raining,1,na,Slight
Sunday,Dry,Normal,2,Male,Serious
Sunday,Dry,Normal,2,Female,Serious
Sunday,Dry,Normal,2,na,Serious
Saturday,Dry,Normal,2,Male,Slight
Saturday,Dry,Normal,2,Female,Slight
Monday,Dry,Normal,1,Male,Slight
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,Male,Slight
Sunday,Wet,Normal,2,Female,Slight
Sunday,Wet,Normal,2,Male,Slight
Sunday,Dry,Normal,1,Male,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,na,Serious
Tuesday,Dry,Normal,2,Female,Serious
Wednesday,Wet,Normal,2,na,Slight
Wednesday,Wet,Normal,2,Male,Slight
Monday,Dry,Normal,2,Female,Slight
Monday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Tuesday,Wet,Normal,2,Male,Slight
Tuesday,Wet,Normal,2,Female,Slight
Saturday,Wet,Raining,3,na,Slight
Saturday,Wet,Raining,3,Male,Slight
Saturday,Wet,Raining,3,Male,Slight
Monday,Dry,Normal,3,Male,Slight
Monday,Dry,Normal,3,Female,Slight
Monday,Dry,Normal,3,na,Slight
Thursday,Dry,Unknown,2,Male,Slight
Thursday,Dry,Unknown,2,Female,Slight
Monday,Dry,Normal,2,Female,Serious
Monday,Dry,Normal,2,na,Serious
Monday,Dry,Normal,2,Male,Serious
Monday,Dry,Normal,2,na,Serious
Sunday,Dry,Normal,2,Male,Serious
Sunday,Dry,Normal,2,Male,Serious
Tuesday,Dry,Windy,2,Female,Slight
Tuesday,Dry,Windy,2,na,Slight
Friday,Dry,Normal,2,Male,Serious
Friday,Dry,Normal,2,Male,Serious
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,na,Slight
Sunday,Wet,Raining,1,Male,Slight
Wednesday,Dry,Normal,1,Female,Slight
Thursday,Dry,Unknown,1,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,2,Female,Slight
Thursday,Dry,Normal,1,Male,Slight
Thursday,Wet,Raining,2,Male,Serious
Thursday,Wet,Raining,2,Male,Serious
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,1,na,Slight
Wednesday,Dry,Normal,1,Male,Slight
Saturday,Wet,Raining,2,Male,Slight
Saturday,Wet,Raining,2,na,Slight
Wednesday,Dry,Normal,2,Female,Slight
Wednesday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Friday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,Male,Slight
Sunday,Dry,Normal,2,Female,Slight
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Tuesday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,3,Male,Slight
Saturday,Dry,Normal,3,na,Slight
Saturday,Dry,Normal,3,na,Slight
Sunday,Dry,Normal,2,Male,Serious
Sunday,Dry,Normal,2,Male,Serious
Thursday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Friday,Wet,Raining,1,Male,Slight
Tuesday,Dry,Normal,2,na,Slight
Tuesday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,1,na,Slight
Friday,Dry,Normal,2,Male,Slight
Friday,Dry,Normal,2,na,Slight
Wednesday,Dry,Normal,3,Female,Slight
Wednesday,Dry,Normal,3,Male,Slight
Wednesday,Dry,Normal,3,na,Slight
Wednesday,Dry,Normal,2,Male,Fatal
Wednesday,Dry,Normal,2,na,Fatal
Wednesday,Dry,Normal,2,Female,Fatal
Wednesday,Dry,Normal,2,Male,Fatal
Monday,Wet,Raining,3,na,Slight
Monday,Wet,Raining,3,Female,Slight
Monday,Wet,Raining,3,na,Slight
Tuesday,Wet,Normal,2,Male,Slight
Tuesday,Wet,Normal,2,Male,Slight
Saturday,Dry,Normal,2,na,Slight
Saturday,Dry,Normal,2,na,Slight
Thursday,Dry,Normal,2,Male,Slight
Thursday,Dry,Normal,2,Male,Slight
Monday,Dry,Normal,2,na,Slight
